,chicken_brain_ribo_1,chicken_brain_ribo_2,chicken_brain_ribo_3,chicken_liver_ribo_1,chicken_liver_ribo_2,chicken_liver_ribo_3,chicken_liver_ribo_4,chicken_liver_ribo_5,chicken_testis_ribo_1,chicken_testis_ribo_2,chicken_testis_ribo_3,SRR29090815,SRR29090814,SRR29090813,SRR29090812,SRR29090811,SRR29090810,SRR29090808,SRR29090807,SRR29090806,SRR29090805,SRR29090804,SRR29090803,SRR29090822,SRR29090821,SRR29090819,SRR29090818,SRR29090817,SRR29090816
0,6.818678e-05,3.0309893e-05,7.4069016e-05,-4.4840388e-05,-3.8725324e-05,1.5888363e-05,-0.0002322616,-0.00015138369,0.00012149848,0.00017147232,0.0001452621,6.2780455e-05,4.0304847e-05,9.882171e-05,0.00012250151,0.00013688114,9.7834505e-05,8.816924e-05,0.00022967532,0.00011944212,7.8802e-05,7.1478076e-05,5.2237883e-05,0.0001369277,3.8564205e-05,7.2575174e-05,0.00014635082,-3.0072406e-06,5.5258162e-05
1,0.00019387528,0.00012695277,0.00018157298,9.321701e-05,0.00039414922,0.00021673413,0.000395922,0.00033896416,7.0615206e-05,0.00019832002,5.4819044e-05,8.255569e-05,4.4015236e-05,-2.0893756e-05,5.719252e-06,3.2674987e-05,1.4042482e-05,-1.8010847e-05,0.00018325867,-2.5921967e-05,8.015009e-05,-6.362796e-06,-3.0776486e-05,-1.2180768e-05,9.732274e-05,-1.0472257e-05,0.000100954436,6.339699e-05,1.2663193e-05
2,-4.9627386e-05,0.00012627151,-2.5556423e-05,-2.7827919e-06,-0.00011578761,-5.8189034e-06,-0.00016561523,-0.00018784963,0.00018971413,0.00022144616,0.0004719533,-2.243556e-05,-3.617257e-05,0.00021927059,0.00012623891,0.00013746507,0.000110868365,0.00013424456,-2.245605e-05,-7.942319e-06,5.01927e-05,0.00016493723,0.00018914137,0.000132001,-5.7378784e-06,-4.382804e-06,0.00016380847,0.00010341406,0.00014729518
3,0.00014733989,0.00019502454,0.00021272618,0.00012961775,0.00013931748,0.000118170865,7.32271e-05,0.00013746973,0.00025688764,0.0002316935,0.00032294728,0.00020985026,0.00010990258,0.00018479675,0.0001608301,0.00018901285,0.00012537651,0.00010691583,0.00014201738,0.00019285083,0.00024104957,0.00021304935,0.00019569788,0.00022657309,0.00022248458,0.00020743627,0.00020623114,0.00014087278,0.00010335073
4,-0.00019023288,-0.00023480086,-0.00020159385,-0.0001510256,-0.000110710505,-0.00017837458,-5.512801e-05,-7.603178e-05,-0.0003553806,-0.00029805256,-0.0003705579,-0.00019186432,-0.0001140493,-0.00017342228,-0.00021609059,-0.00024833926,-0.00017129723,-0.00021310197,-0.0001712027,-0.00025050016,-0.00024396414,-0.00024431432,-0.00018535275,-0.00022735866,-0.00019033952,-0.00014692033,-0.00023253262,-0.00020177569,-0.0002291177
5,-0.00026320107,-0.00027176458,-0.00038179383,-0.00018897373,-0.00033122953,-0.00030472223,-0.0002987804,-0.0003050575,-0.00030925404,-0.00038563274,-0.0002650516,-0.0003399402,-0.00035070628,-0.00025565177,-0.00025154743,-0.00028750487,-0.00026413426,-0.00028543826,-0.00028900616,-0.00028256234,-0.0002567973,-0.00029925257,-0.00024318974,-0.00026388746,-0.00033947453,-0.0003074333,-0.0002591228,-0.00035315845,-0.00025975518
6,-0.00016954402,-0.000114840455,-0.00017206231,-0.00042396598,-0.0003829091,-0.00037280703,-0.00042902725,-0.0004076492,6.8498775e-07,1.4088582e-05,0.00016413257,-0.00018749293,-0.00020395499,-8.8676345e-05,-6.857421e-05,-0.00017092517,-0.00015239604,-0.00012861658,-0.00018410338,-0.00014197128,-0.000121558085,-0.000108066015,-0.00013645925,-0.00013877451,-0.00021821028,-0.0002323268,-8.482905e-05,-0.00021592993,-9.787502e-05
7,0.00012148637,4.6929345e-05,9.611249e-05,9.426847e-05,0.0001448607,7.496122e-05,0.0001976993,0.00020312238,8.2047656e-05,9.472575e-05,-5.8018602e-05,0.0001480151,0.00022401568,0.00013211276,0.00012299418,0.0002451511,0.00028618146,0.00033344608,0.00017699879,0.00019141193,0.00013940036,0.00016920082,0.0002139816,0.00019772537,0.00023923535,0.0001632087,0.0002058046,0.00032113865,0.000156614
8,0.0002729185,0.0003506029,0.00038290862,0.00045292173,0.00029330608,0.00034160167,0.00032144226,0.00033714343,0.00037550367,0.00022327527,0.00028718356,0.0003728764,0.0004172912,0.00040198956,0.00033603515,0.00030105468,0.00035533123,0.00039466098,0.00025612302,0.0004533464,0.00038606953,0.00042790733,0.0004078867,0.00032865535,0.00033823866,0.0004904028,0.00037156325,0.00035108346,0.00035819318
9,0.00036786217,0.00040277373,0.00046783593,0.00034715608,0.000430773,0.0003407132,0.00039178412,0.00039900932,0.00037876703,0.00040747318,0.00037884712,0.0003625676,0.0004667053,0.0004033232,0.0003762534,0.00038502086,0.00041215215,0.00041620526,0.00045467634,0.00043561775,0.00043523032,0.00040230528,0.00037501473,0.00038041268,0.00036999676,0.00040608738,0.00042913202,0.0003900444,0.00037475023
