,SRX1756756,SRX1756757,SRX1756758,SRX1756759,SRX1756760,SRX1756761,SRX2148419,SRX2148420,SRX2148421,SRX2148422,SRX219169,SRX219170,SRX347228,SRX347229,SRX345240,SRX345241,SRX345242,SRX345243,SRX2787771,SRX2787772,SRX1056790,SRX1056792,SRX1056794
29,-3.0484516e-05,-3.0649826e-05,2.868846e-05,-7.640151e-05,-0.00011831755,-9.696046e-05,-9.024562e-05,-7.5592194e-05,-0.00012673112,-0.00015754672,-5.9552025e-05,1.1724886e-05,1.322059e-05,7.415423e-05,-4.0038023e-05,-5.51478e-05,0.00010544062,1.7211307e-05,1.3235956e-05,4.2385887e-05,-0.00014440063,-4.2997766e-05,-0.00018881494
30,-0.00012741564,-0.00010799663,-0.00012547709,-0.00013269996,-0.00012974674,-9.8291785e-05,-8.75229e-05,-4.2994972e-05,-0.00012767268,-0.00015610084,-7.832702e-05,-5.73243e-05,-0.0001291642,-0.00014383951,-8.610496e-05,-0.00010483991,-1.1983328e-05,1.5074853e-05,-0.00018674787,-0.00011252286,-6.5443106e-05,2.3059081e-05,-0.00015461817
31,-5.840411e-06,-2.5646965e-05,3.363326e-06,1.3924699e-05,-1.510515e-05,-2.4609937e-05,7.5256394e-06,-3.8436934e-05,-5.9197744e-05,-9.4079674e-05,-3.2766984e-05,-3.7946942e-05,-9.339914e-06,-3.1996722e-05,-4.07575e-05,-2.323903e-05,-5.441418e-05,-4.378488e-05,-8.292642e-06,-3.785451e-05,-3.0265743e-05,-4.0411105e-05,-6.344551e-05
32,-0.00014859717,-0.00010887161,-0.00010864157,-9.5024705e-05,-8.126348e-05,-8.831173e-05,-7.798523e-05,-6.221607e-05,1.1632219e-05,1.1941418e-05,-7.3237345e-05,-8.381624e-05,-7.598288e-05,-0.00016794447,-0.0001537595,-8.972734e-05,-0.00022805482,-0.00022454374,-0.000102397986,-0.000104418024,-2.8140843e-05,-0.0001231134,9.344891e-05
33,-8.177012e-07,4.440546e-06,1.8535182e-05,1.5899539e-05,-3.6921352e-05,-6.480701e-05,6.460026e-05,2.20621e-05,5.604513e-05,6.780494e-05,-3.425218e-05,-7.968489e-05,1.0296702e-05,-4.7577545e-05,-3.4915283e-05,-4.2979605e-05,-3.796257e-05,-2.072379e-05,-2.2039749e-05,2.5626272e-05,4.250463e-05,-3.95393e-05,5.5901706e-05
34,-3.981334e-05,-2.72342e-06,-3.9542792e-05,-5.9638405e-05,-8.241506e-06,2.8490322e-05,-3.3163233e-05,-5.5273296e-05,-0.00012177951,-0.00014921534,-7.990864e-05,7.839408e-06,-4.0095998e-05,1.7443672e-06,6.2406296e-05,-6.114901e-05,2.0798296e-05,5.2794116e-05,-9.6710166e-05,-9.947224e-06,5.0279777e-06,-6.5490603e-06,-0.000120968325
35,-4.310673e-05,-2.8535025e-05,-2.9513147e-05,-2.2042543e-05,-7.30569e-05,4.679896e-06,-3.5274774e-05,-6.5900385e-06,8.9099165e-05,8.552754e-05,6.902451e-05,-0.00011346792,-3.7563965e-05,-0.0001392723,-6.294623e-05,-2.102321e-05,-0.00010375399,-0.00015807431,-5.8435835e-06,-5.8173202e-05,-4.6508852e-05,-0.00010298891,5.6262827e-05
36,7.4207783e-06,1.52513385e-05,1.9071624e-05,-6.7103654e-05,-2.2122636e-05,1.0563061e-05,1.4288351e-05,-9.3391165e-05,6.332807e-05,4.6547502e-06,2.26181e-05,6.647594e-05,1.53929e-05,-0.000103285536,-2.1120533e-05,-4.201755e-05,4.8978254e-05,1.8788502e-05,3.8428232e-05,6.2562525e-05,-7.666834e-05,8.459017e-05,-8.552894e-05
37,-4.1767955e-05,-3.6880374e-05,-7.590279e-06,-6.5462664e-05,-5.5091456e-05,-8.3554536e-05,-1.1878088e-05,-1.3876706e-06,0.00013301708,6.3357875e-05,-0.00015729107,-8.534081e-05,-8.366257e-05,-0.00012671761,-0.00016663224,-0.00019935146,-0.00012576021,-0.00017477572,-9.1074035e-05,-6.137602e-05,3.682822e-05,-9.304285e-05,5.012192e-05
38,1.4365651e-05,-3.121933e-05,5.0223432e-05,7.521361e-06,6.631948e-06,-8.116476e-06,-9.121373e-06,-4.214514e-05,-2.1313317e-05,3.6814716e-05,1.8140767e-05,-7.35512e-06,2.5494024e-05,-9.560958e-06,1.5022233e-06,-3.5742763e-05,-2.5766436e-05,-6.201677e-06,-6.531691e-05,-3.8417056e-06,2.6013702e-05,-2.1177344e-05,-7.666275e-05
39,-2.4391804e-05,-6.619934e-05,-2.0673964e-05,1.4642719e-05,-8.988241e-05,-6.106449e-05,6.682193e-05,3.836397e-05,-0.00013905065,-0.00018892111,-0.000104827806,-1.2078788e-05,1.25113875e-05,7.6461583e-07,5.2783173e-05,4.417263e-06,9.6193515e-05,8.6810905e-05,-7.932307e-05,-4.113419e-05,-5.1958486e-06,-1.9342639e-05,-0.00027809571
40,-5.2850693e-05,-1.7074868e-05,-9.117648e-06,-4.0874816e-05,2.6180409e-05,5.9776008e-05,6.602984e-05,0.000104369596,2.3500994e-05,-3.0960888e-05,3.194157e-05,3.414601e-05,-2.0368956e-05,1.585111e-06,0.000116066076,7.508416e-05,0.00010252278,0.00016178563,3.2851472e-05,3.5247765e-05,3.3956952e-05,0.00010782108,-8.87122e-05
41,-2.8991606e-05,-2.3604603e-05,-4.1765394e-05,-5.8898004e-05,-4.623155e-05,-3.830297e-06,-8.02658e-05,-5.923817e-05,-5.9355516e-06,9.811949e-06,-5.471357e-05,-3.9350707e-05,-5.2999472e-05,-0.000102898804,3.2072421e-06,-3.5859877e-05,5.5332435e-05,3.7532533e-05,-8.106162e-05,-1.0972377e-05,-1.332094e-05,-8.570263e-06,1.5845988e-05
42,-1.5872065e-05,-2.160389e-05,-4.0238257e-05,-1.6153324e-05,7.304363e-06,-1.3603363e-05,3.2735988e-06,2.0700973e-05,-2.165744e-05,-8.560158e-05,-1.061568e-05,-2.1885615e-05,3.7603546e-05,-5.228119e-05,1.6818754e-05,-1.9082334e-05,-1.3448298e-05,2.3412053e-05,9.1623515e-06,4.679896e-05,1.5101396e-06,5.8296137e-05,8.781906e-06
43,-8.009374e-08,-2.2014603e-05,1.7192215e-05,-3.0508265e-05,-4.4621527e-05,-7.4906275e-05,1.0542572e-06,6.1951578e-06,1.6847625e-05,-2.191402e-05,-0.0001391638,6.0729682e-05,-4.0514395e-05,-6.252341e-05,-2.3018569e-05,1.3502315e-05,2.8967857e-05,1.6134232e-05,-4.194863e-05,1.9686297e-05,-4.335493e-05,9.359419e-05,-5.184859e-05
44,4.4034794e-05,-3.5446137e-05,1.50376e-05,0.00010231789,9.2429575e-05,6.276416e-05,9.287195e-05,5.4144766e-05,2.5121495e-05,8.131843e-06,4.9755443e-05,2.706796e-05,1.5240628e-05,1.1197291e-05,5.9342943e-05,7.691607e-05,6.6353474e-05,5.710218e-05,6.9476664e-06,-2.1750573e-05,4.7487207e-05,6.440189e-05,-2.3956876e-05
45,9.426102e-05,5.8704987e-05,3.297534e-05,4.2880885e-05,-1.7126556e-05,2.0181295e-05,2.8700102e-05,7.048296e-05,-4.6512112e-05,0.00010601897,4.0103216e-05,0.00012181699,-2.3785979e-05,0.00016384711,4.8696063e-05,5.945703e-05,0.000100407284,0.00012506638,9.31425e-05,2.5490765e-05,0.000119268894,1.3241079e-05,2.628658e-05
46,5.1055104e-05,4.930049e-05,9.6278265e-05,-1.4714897e-05,-1.609698e-05,7.69645e-06,3.5241246e-05,7.395819e-05,-0.00010205619,-0.00019316934,-2.2128224e-06,0.00011058524,5.1431358e-05,7.5886026e-05,5.2360818e-05,7.350743e-05,0.00013991818,0.00016159378,4.824251e-06,7.553771e-05,2.0438805e-05,8.697435e-05,-6.810017e-05
47,0.00016721524,0.000110121444,9.301305e-05,8.836482e-05,0.00011117477,0.00011067651,-1.8937513e-05,6.334577e-05,-8.974224e-05,-8.7314285e-05,0.0001607947,0.00014304928,0.00015387032,0.0002185544,0.0001868764,0.00016178936,0.00025676563,0.00019485224,0.00018962659,0.00011758041,6.6765584e-05,0.00015353784,-3.0238181e-05
48,-4.112441e-05,-6.065052e-05,-4.8206188e-05,-7.367227e-05,-4.417915e-05,-5.3317286e-05,-2.0227395e-05,-5.566422e-05,-2.6304275e-05,-6.912928e-05,-0.00011757668,-1.7503276e-05,-6.4505264e-05,-6.40098e-05,-5.4134987e-05,-4.0135346e-05,1.190044e-05,-1.49914995e-05,-5.6941994e-05,-6.3203275e-05,3.3517368e-05,-1.5060417e-05,-7.292256e-05
49,6.4179767e-06,3.5141828e-05,2.5107758e-05,3.359001e-05,2.4082838e-05,3.745733e-05,-1.8799212e-05,-2.7903356e-05,-0.00012099976,-0.00013669766,-2.127071e-05,5.3606927e-05,-2.3508212e-05,2.372847e-05,4.473864e-05,9.781378e-05,0.00010298309,0.00013586669,3.1485688e-05,3.7415186e-05,-4.266505e-05,1.426274e-05,-5.6032324e-05
50,-9.0919435e-05,-8.428842e-05,-4.054047e-05,2.6853755e-05,-2.2705644e-06,-1.9853935e-05,-6.722845e-05,-4.3431297e-05,-0.0001313109,-8.980557e-05,7.609464e-05,5.5216253e-05,3.88138e-05,1.646392e-05,3.963709e-06,4.65177e-05,3.2881275e-05,4.3923035e-05,5.532056e-06,1.8939376e-05,2.7189031e-05,-0.00013544038,-2.6997179e-05
51,-6.972812e-05,-6.6976063e-06,-1.4021993e-05,-2.4712179e-05,-2.171006e-05,-1.4727004e-05,1.3271347e-05,-4.627835e-05,1.9566156e-05,-6.0331076e-06,-2.8559007e-05,-4.320033e-05,1.7165672e-05,-4.451163e-05,-9.688968e-05,-2.8044917e-05,-0.00010379497,-0.00012799166,-6.536953e-06,1.5137717e-05,-6.666733e-05,-6.748596e-05,-8.148141e-06
52,-0.00012441678,-7.527135e-05,-3.2302924e-05,-3.9557926e-05,-6.109569e-05,-5.994737e-05,2.1030195e-05,3.6826357e-05,-0.00015925523,-0.00021125935,-5.7604164e-05,-3.764918e-05,-2.6021153e-06,3.5714358e-05,4.5290217e-05,1.2991019e-05,7.815659e-05,5.1487237e-05,-6.152922e-05,-9.373156e-05,-2.9676594e-05,0.00012491224,-0.00024315156
53,3.0446798e-05,-1.0310672e-05,1.8426217e-05,-5.8619305e-05,-5.308166e-05,1.90828e-05,5.615875e-06,6.4625405e-05,8.923095e-05,9.71118e-05,-5.4324046e-06,1.9063242e-05,-2.6819296e-05,-7.2373077e-06,-8.305069e-05,-7.724669e-05,-0.000103016384,-7.979665e-05,-6.700121e-05,1.8668361e-05,7.870514e-05,6.5188855e-05,0.00014739297
54,4.3013133e-06,-4.8192218e-05,-2.4111941e-05,-9.053992e-05,-9.511737e-05,-9.757513e-05,1.0501128e-05,-1.2320466e-05,1.2536533e-05,8.848542e-05,-7.7391975e-05,5.5343844e-06,-4.0540937e-05,-8.252775e-05,-0.00014170678,-5.4008327e-05,-7.092999e-05,-0.00012349943,-2.3563392e-05,-7.9487916e-05,-7.695984e-05,2.7841888e-05,-3.1582545e-05
55,3.540679e-05,6.76231e-05,4.2041065e-05,4.316878e-05,5.7229074e-05,1.9919127e-05,6.9746166e-05,6.0978462e-05,9.851297e-05,0.000101518934,-3.7252903e-07,-7.865601e-06,7.514423e-05,1.0184362e-05,2.284022e-05,7.247063e-05,-1.4201505e-06,-2.8056093e-07,7.147179e-05,6.935361e-05,-6.326439e-05,8.558086e-05,-8.324743e-06
56,-3.096182e-05,1.8969178e-05,-3.5506673e-06,-4.6818517e-05,1.6444828e-05,3.469223e-05,-3.0159019e-05,-4.6915375e-05,-2.9065646e-05,-5.890848e-05,-2.680486e-05,-2.7820002e-05,-2.889894e-06,1.8936116e-05,6.186776e-05,-7.133605e-05,1.4001504e-05,3.2742042e-05,-6.5695494e-06,2.4947338e-05,1.2637116e-05,1.4404766e-05,2.3544766e-05
57,7.4019656e-05,5.026348e-05,1.775613e-05,1.7172191e-05,4.4708606e-05,3.1981617e-06,-6.869342e-05,-5.2961055e-05,5.4704957e-05,0.00018545473,8.4687024e-05,-9.296462e-06,7.665111e-05,6.118696e-05,7.194327e-05,5.4595992e-05,-0.00010361988,-1.0842923e-05,5.2763848e-05,4.5829453e-05,1.1238735e-06,-0.00018716324,0.0001284182
58,5.1339157e-05,6.095646e-05,7.647695e-05,1.2686476e-05,3.3441465e-05,2.9698014e-05,3.246218e-05,-6.519258e-08,-0.000108614564,-0.00012098439,7.60844e-06,0.00017970242,9.4891526e-05,0.00015740748,0.00012143329,7.699942e-05,0.00016280916,0.000108047854,4.7882088e-05,7.252209e-06,4.6915375e-06,7.356517e-05,-0.0001448458
59,2.8837007e-05,4.4441316e-05,6.455928e-06,2.7956441e-05,3.874628e-05,7.306505e-05,4.3442007e-05,0.00011257501,-0.00010650279,-0.00012683077,8.6148735e-05,8.2620885e-05,4.1047577e-05,0.00013025338,-1.960434e-06,5.797576e-05,0.00011800742,0.00010302756,-2.3211818e-05,2.700882e-05,3.3303164e-05,5.2187126e-05,-2.9996503e-05
60,4.6184752e-05,1.41130295e-05,5.6107296e-05,2.2330321e-05,1.8591294e-05,7.99417e-05,-4.7514914e-05,-1.1152355e-05,1.40496995e-05,2.9568793e-05,0.00013091718,5.2751275e-05,9.3164155e-05,8.843932e-05,5.9032114e-05,1.9171508e-05,8.034357e-05,3.6485726e-05,0.000101734884,9.602285e-05,2.3997156e-05,7.982133e-06,0.000122011406
61,-2.945913e-05,-4.29512e-05,-1.965044e-05,-2.961466e-05,-1.2817327e-05,-1.8429011e-05,-3.355136e-05,-7.007364e-05,2.5745016e-05,5.0504226e-05,-3.3601653e-05,3.3504795e-05,2.826564e-06,3.190385e-05,-3.9435457e-05,-3.639143e-05,-5.6787394e-06,-3.9357226e-05,2.4615787e-05,-2.9730145e-05,-1.0360964e-06,2.5024172e-05,2.9369257e-05
62,-1.7527491e-06,-4.9297698e-05,-4.047528e-05,-3.5615638e-05,-3.3523887e-05,-4.503317e-05,-0.000117523596,-5.9486367e-05,-0.00014162064,-5.5626035e-05,6.776303e-06,-4.5198016e-05,5.8050267e-05,4.178565e-05,2.792757e-05,5.664956e-05,-1.6493723e-06,1.3423152e-05,-5.4754317e-05,-6.89812e-05,-6.1294064e-05,1.128763e-06,-2.073031e-05
63,2.0999461e-05,-3.8718805e-05,-1.6886741e-05,9.78075e-06,-4.4323504e-05,-7.42469e-05,4.1777268e-05,2.582185e-05,6.141141e-05,4.1360036e-05,-1.3882294e-05,-6.167032e-05,-4.78141e-06,-3.4745783e-05,9.486452e-06,2.2109598e-05,-9.502284e-05,-4.0238723e-05,5.0703064e-05,1.9790605e-05,1.3682991e-05,9.505078e-06,5.2267686e-05
64,8.9503825e-05,8.50372e-05,8.784607e-05,8.277316e-05,7.398706e-05,2.4958514e-05,5.6521036e-05,7.247925e-05,2.2631139e-05,-8.704327e-05,8.459762e-05,8.7508e-05,0.000120487064,0.00019877963,8.033309e-05,0.00012445357,0.00015467312,0.00012694299,0.00011079665,0.00011218805,8.074567e-05,2.7259812e-05,1.1497177e-05
65,6.0874037e-05,3.9873645e-05,3.9241277e-05,-2.070982e-05,1.9697472e-06,9.113923e-06,4.875008e-05,2.6806258e-05,3.0416995e-05,-3.529433e-05,9.4510615e-06,7.3639676e-05,4.582107e-05,8.345023e-05,1.6631559e-05,1.8321909e-05,0.00011078827,7.3688105e-05,5.501602e-05,4.6184286e-05,2.3569912e-05,0.00011006743,-4.8258342e-05
